Expert,Level,Affinity,Advancement,Stat Boosted,Stats,Relationship Status
Valeria,29,6440,0,Troops Lethality/Health,6.50%,Acquaintance 2
Valeria,30,6720,60,Troops Lethality/Health,7.40%,Acquaintance 3
Valeria,31,7000,0,Troops Lethality/Health,7.50%,Acquaintance 3
Valeria,32,7270,0,Troops Lethality/Health,7.60%,Acquaintance 3
Valeria,33,7550,0,Troops Lethality/Health,7.70%,Acquaintance 3
Valeria,34,7820,0,Troops Lethality/Health,7.80%,Acquaintance 3
Valeria,35,8100,0,Troops Lethality/Health,7.90%,Acquaintance 3
Valeria,36,8380,0,Troops Lethality/Health,8.00%,Acquaintance 3
Valeria,37,8650,0,Troops Lethality/Health,8.10%,Acquaintance 3
Valeria,38,8930,0,Troops Lethality/Health,8.20%,Acquaintance 3
Valeria,39,9200,0,Troops Lethality/Health,8.30%,Acquaintance 3
Valeria,40,9570,80,Troops Lethality/Health,9.20%,Casual 1
Valeria,41,9940,0,Troops Lethality/Health,9.30%,Casual 1
Valeria,42,10310,0,Troops Lethality/Health,9.40%,Casual 1
Valeria,43,10680,0,Troops Lethality/Health,9.50%,Casual 1
Valeria,44,11040,0,Troops Lethality/Health,9.60%,Casual 1
Valeria,45,11410,0,Troops Lethality/Health,9.70%,Casual 1
Valeria,46,11780,0,Troops Lethality/Health,9.80%,Casual 1
Valeria,47,12150,0,Troops Lethality/Health,9.90%,Casual 1
Valeria,48,12520,0,Troops Lethality/Health,10.00%,Casual 1
Valeria,49,12880,0,Troops Lethality/Health,10.10%,Casual 1
Valeria,50,13340,100,Troops Lethality/Health,11.00%,Casual 2
Valeria,51,13800,0,Troops Lethality/Health,11.10%,Casual 2
Valeria,52,14260,0,Troops Lethality/Health,11.20%,Casual 2
Valeria,53,14720,0,Troops Lethality/Health,11.30%,Casual 2
Valeria,54,15180,0,Troops Lethality/Health,11.40%,Casual 2
Valeria,55,15640,0,Troops Lethality/Health,11.50%,Casual 2
Valeria,56,16100,0,Troops Lethality/Health,11.60%,Casual 2
Valeria,57,16560,0,Troops Lethality/Health,11.70%,Casual 2
Valeria,58,17020,0,Troops Lethality/Health,11.80%,Casual 2
Valeria,59,17480,0,Troops Lethality/Health,11.90%,Casual 2
Valeria,60,17940,120,Troops Lethality/Health,12.80%,Casual 3
Valeria,61,18400,0,Troops Lethality/Health,12.90%,Casual 3
Valeria,62,18860,0,Troops Lethality/Health,13.00%,Casual 3
Valeria,63,19320,0,Troops Lethality/Health,13.10%,Casual 3
Valeria,64,19780,0,Troops Lethality/Health,13.20%,Casual 3
Valeria,65,20240,0,Troops Lethality/Health,13.30%,Casual 3
Valeria,66,20700,0,Troops Lethality/Health,13.40%,Casual 3
Valeria,67,21160,0,Troops Lethality/Health,13.50%,Casual 3
Valeria,68,21620,0,Troops Lethality/Health,13.60%,Casual 3
Valeria,69,22080,0,Troops Lethality/Health,13.70%,Casual 3
Valeria,70,22540,140,Troops Lethality/Health,14.60%,Close 1
Valeria,71,23000,0,Troops Lethality/Health,14.70%,Close 1
Valeria,72,23460,0,Troops Lethality/Health,14.80%,Close 1
Valeria,73,23920,0,Troops Lethality/Health,14.90%,Close 1
Valeria,74,24380,0,Troops Lethality/Health,15.00%,Close 1
Valeria,75,24840,0,Troops Lethality/Health,15.10%,Close 1
Valeria,76,25300,0,Troops Lethality/Health,15.20%,Close 1
Valeria,77,25760,0,Troops Lethality/Health,15.30%,Close 1
Valeria,78,26200,0,Troops Lethality/Health,15.40%,Close 1
Valeria,79,26680,0,Troops Lethality/Health,15.50%,Close 1
Valeria,80,27140,160,Troops Lethality/Health,16.40%,Close 2
Valeria,81,27600,0,Troops Lethality/Health,16.50%,Close 2
Valeria,82,28060,0,Troops Lethality/Health,16.60%,Close 2
Valeria,83,28520,0,Troops Lethality/Health,16.70%,Close 2
Valeria,84,28980,0,Troops Lethality/Health,16.80%,Close 2
Valeria,85,29440,0,Troops Lethality/Health,16.90%,Close 2
Valeria,86,29900,0,Troops Lethality/Health,17.00%,Close 2
Valeria,87,30360,0,Troops Lethality/Health,17.10%,Close 2
Valeria,88,30820,0,Troops Lethality/Health,17.20%,Close 2
Valeria,89,31280,0,Troops Lethality/Health,17.30%,Close 2
Valeria,90,31740,180,Troops Lethality/Health,18.20%,Close 3
Valeria,91,32200,0,Troops Lethality/Health,18.30%,Close 3
Valeria,92,32660,0,Troops Lethality/Health,18.40%,Close 3
Valeria,93,33120,0,Troops Lethality/Health,18.50%,Close 3
Valeria,94,33580,0,Troops Lethality/Health,18.60%,Close 3
Valeria,95,34040,0,Troops Lethality/Health,18.70%,Close 3
Valeria,96,34500,0,Troops Lethality/Health,18.80%,Close 3
Valeria,97,34960,0,Troops Lethality/Health,18.90%,Close 3
Valeria,98,34960,0,Troops Lethality/Health,19.00%,Close 3
Valeria,99,35880,0,Troops Lethality/Health,19.10%,Close 3
Valeria,100,36340,200,Troops Lethality/Health,20.00%,Intimate
Baldur,1,1000,0,Troops Attack/Defense,1.05%,Stranger
Baldur,2,400,0,Troops Attack/Defense,1.10%,Stranger
Baldur,3,420,0,Troops Attack/Defense,1.15%,Stranger
Baldur,4,440,0,Troops Attack/Defense,1.20%,Stranger
Baldur,5,460,0,Troops Attack/Defense,1.25%,Stranger
Baldur,6,480,0,Troops Attack/Defense,1.30%,Stranger
Baldur,7,520,0,Troops Attack/Defense,1.35%,Stranger
Baldur,8,560,0,Troops Attack/Defense,1.40%,Stranger
Baldur,9,600,0,Troops Attack/Defense,1.45%,Stranger
Baldur,10,640,6,Troops Attack/Defense,1.90%,Acquaintance 1
Baldur,11,680,0,Troops Attack/Defense,1.95%,Acquaintance 1
Baldur,12,720,0,Troops Attack/Defense,2.00%,Acquaintance 1
Baldur,13,760,0,Troops Attack/Defense,2.05%,Acquaintance 1
Baldur,14,800,0,Troops Attack/Defense,2.10%,Acquaintance 1
Baldur,15,840,0,Troops Attack/Defense,2.15%,Acquaintance 1
Baldur,16,880,0,Troops Attack/Defense,2.20%,Acquaintance 1
Baldur,17,920,0,Troops Attack/Defense,2.25%,Acquaintance 1
Baldur,18,960,0,Troops Attack/Defense,2.30%,Acquaintance 1
Baldur,19,1000,0,Troops Attack/Defense,2.35%,Acquaintance 1
Baldur,20,1040,12,Troops Attack/Defense,2.80%,Acquaintance 2
Baldur,21,1080,0,Troops Attack/Defense,2.85%,Acquaintance 2
Baldur,22,1120,0,Troops Attack/Defense,2.90%,Acquaintance 2
Baldur,23,1160,0,Troops Attack/Defense,2.95%,Acquaintance 2
Baldur,24,1200,0,Troops Attack/Defense,3.00%,Acquaintance 2
Baldur,25,1240,0,Troops Attack/Defense,3.05%,Acquaintance 2
Baldur,26,1280,0,Troops Attack/Defense,3.10%,Acquaintance 2
Baldur,27,1320,0,Troops Attack/Defense,3.15%,Acquaintance 2
Baldur,28,1360,0,Troops Attack/Defense,3.20%,Acquaintance 2
Baldur,29,1400,0,Troops Attack/Defense,3.25%,Acquaintance 2
Baldur,30,1460,18,Troops Attack/Defense,3.70%,Acquaintance 3
Baldur,31,1520,0,Troops Attack/Defense,3.75%,Acquaintance 3
Baldur,32,1580,0,Troops Attack/Defense,3.80%,Acquaintance 3
Baldur,33,1640,0,Troops Attack/Defense,3.85%,Acquaintance 3
Baldur,34,1700,0,Troops Attack/Defense,3.90%,Acquaintance 3
Baldur,35,1760,0,Troops Attack/Defense,3.95%,Acquaintance 3
Baldur,36,1820,0,Troops Attack/Defense,4.00%,Acquaintance 3
Baldur,37,1880,0,Troops Attack/Defense,4.05%,Acquaintance 3
Baldur,38,1940,0,Troops Attack/Defense,4.10%,Acquaintance 3
Baldur,39,2000,0,Troops Attack/Defense,4.15%,Acquaintance 3
Baldur,40,2080,24,Troops Attack/Defense,4.60%,Casual 1
Baldur,41,2160,0,Troops Attack/Defense,4.65%,Casual 1
Baldur,42,2240,0,Troops Attack/Defense,4.70%,Casual 1
Baldur,43,2320,0,Troops Attack/Defense,4.75%,Casual 1
Baldur,44,2400,0,Troops Attack/Defense,4.80%,Casual 1
Baldur,45,2480,0,Troops Attack/Defense,4.85%,Casual 1
Baldur,46,2560,0,Troops Attack/Defense,4.90%,Casual 1
Baldur,47,2640,0,Troops Attack/Defense,4.95%,Casual 1
Baldur,48,2720,0,Troops Attack/Defense,5.00%,Casual 1
Baldur,49,2800,0,Troops Attack/Defense,5.05%,Casual 1
Baldur,50,2900,30,Troops Attack/Defense,5.50%,Casual 2
Baldur,51,3000,0,Troops Attack/Defense,5.55%,Casual 2
Baldur,52,3100,0,Troops Attack/Defense,5.60%,Casual 2
Baldur,53,3200,0,Troops Attack/Defense,5.65%,Casual 2
Baldur,54,3300,0,Troops Attack/Defense,5.70%,Casual 2
Baldur,55,3400,0,Troops Attack/Defense,5.75%,Casual 2
Baldur,56,3500,0,Troops Attack/Defense,5.80%,Casual 2
Baldur,57,3600,0,Troops Attack/Defense,5.85%,Casual 2
Baldur,58,3700,0,Troops Attack/Defense,5.90%,Casual 2
Baldur,59,3800,0,Troops Attack/Defense,5.95%,Casual 2
Baldur,60,3900,36,Troops Attack/Defense,6.40%,Casual 3
Baldur,61,4000,0,Troops Attack/Defense,6.45%,Casual 3
Baldur,62,4100,0,Troops Attack/Defense,6.50%,Casual 3
Baldur,63,4200,0,Troops Attack/Defense,6.55%,Casual 3
Baldur,64,4300,0,Troops Attack/Defense,6.60%,Casual 3
Baldur,65,4400,0,Troops Attack/Defense,6.65%,Casual 3
Baldur,66,4500,0,Troops Attack/Defense,6.70%,Casual 3
Baldur,67,4600,0,Troops Attack/Defense,6.75%,Casual 3
Baldur,68,4700,0,Troops Attack/Defense,6.80%,Casual 3
Baldur,69,4800,0,Troops Attack/Defense,6.85%,Casual 3
Baldur,70,4900,42,Troops Attack/Defense,7.30%,Close 1
Baldur,71,5000,0,Troops Attack/Defense,7.35%,Close 1
Baldur,72,5100,0,Troops Attack/Defense,7.40%,Close 1
Baldur,73,5200,0,Troops Attack/Defense,7.45%,Close 1
Baldur,74,5300,0,Troops Attack/Defense,7.50%,Close 1
Baldur,75,5400,0,Troops Attack/Defense,7.55%,Close 1
Baldur,76,5500,0,Troops Attack/Defense,7.60%,Close 1
Baldur,77,5600,0,Troops Attack/Defense,7.65%,Close 1
Baldur,78,5700,0,Troops Attack/Defense,7.70%,Close 1
Baldur,79,5800,0,Troops Attack/Defense,7.75%,Close 1
Baldur,80,5900,48,Troops Attack/Defense,8.20%,Close 2
Baldur,81,6000,0,Troops Attack/Defense,8.25%,Close 2
Baldur,82,6100,0,Troops Attack/Defense,8.30%,Close 2
Baldur,83,6200,0,Troops Attack/Defense,8.35%,Close 2
Baldur,84,6300,0,Troops Attack/Defense,8.40%,Close 2
Baldur,85,6400,0,Troops Attack/Defense,8.45%,Close 2
Baldur,86,6500,0,Troops Attack/Defense,8.50%,Close 2
Baldur,87,6600,0,Troops Attack/Defense,8.55%,Close 2
Baldur,88,6700,0,Troops Attack/Defense,8.60%,Close 2
Baldur,89,6800,0,Troops Attack/Defense,8.65%,Close 2
Baldur,90,6900,54,Troops Attack/Defense,9.10%,Close 3
Baldur,91,7000,0,Troops Attack/Defense,9.15%,Close 3
Baldur,92,7100,0,Troops Attack/Defense,9.20%,Close 3
Baldur,93,7200,0,Troops Attack/Defense,9.25%,Close 3
Baldur,94,7300,0,Troops Attack/Defense,9.30%,Close 3
Baldur,95,7400,0,Troops Attack/Defense,9.35%,Close 3
Baldur,96,7500,0,Troops Attack/Defense,9.40%,Close 3
Baldur,97,7600,0,Troops Attack/Defense,9.45%,Close 3
Baldur,98,7700,0,Troops Attack/Defense,9.50%,Close 3
Baldur,99,7800,0,Troops Attack/Defense,9.55%,Close 3
Baldur,100,7900,60,Troops Attack/Defense,10.00%,Intimate
Fabian,1,1000,0,Troops Lethality/Health,1.58%,Stranger
Fabian,2,1000,0,Troops Lethality/Health,1.65%,Stranger
Fabian,3,1050,0,Troops Lethality/Health,1.73%,Stranger
Fabian,4,1100,0,Troops Lethality/Health,1.80%,Stranger
Fabian,5,1150,0,Troops Lethality/Health,1.88%,Stranger
Fabian,6,1200,0,Troops Lethality/Health,1.95%,Stranger
Fabian,7,1300,0,Troops Lethality/Health,2.03%,Stranger
Fabian,8,1400,0,Troops Lethality/Health,2.10%,Stranger
Fabian,9,1500,0,Troops Lethality/Health,2.18%,Stranger
Fabian,10,1600,12,Troops Lethality/Health,2.85%,Acquaintance 1
Fabian,11,1700,0,Troops Lethality/Health,2.93%,Acquaintance 1
Fabian,12,1800,0,Troops Lethality/Health,3.00%,Acquaintance 1
Fabian,13,1900,0,Troops Lethality/Health,3.08%,Acquaintance 1
Fabian,14,2000,0,Troops Lethality/Health,3.15%,Acquaintance 1
Fabian,15,2100,0,Troops Lethality/Health,3.23%,Acquaintance 1
Fabian,16,2200,0,Troops Lethality/Health,3.30%,Acquaintance 1
Fabian,17,2300,0,Troops Lethality/Health,3.38%,Acquaintance 1
Fabian,18,2400,0,Troops Lethality/Health,3.45%,Acquaintance 1
Fabian,19,2500,0,Troops Lethality/Health,3.53%,Acquaintance 1
Fabian,20,2600,24,Troops Lethality/Health,4.20%,Acquaintance 2
Fabian,21,2700,0,Troops Lethality/Health,4.28%,Acquaintance 2
Fabian,22,2800,0,Troops Lethality/Health,4.35%,Acquaintance 2
Fabian,23,2900,0,Troops Lethality/Health,4.43%,Acquaintance 2
Fabian,24,3000,0,Troops Lethality/Health,4.50%,Acquaintance 2
Fabian,25,3100,0,Troops Lethality/Health,4.58%,Acquaintance 2
Fabian,26,3200,0,Troops Lethality/Health,4.65%,Acquaintance 2
Fabian,27,3300,0,Troops Lethality/Health,4.73%,Acquaintance 2
Fabian,28,3400,0,Troops Lethality/Health,4.80%,Acquaintance 2
Fabian,29,3500,0,Troops Lethality/Health,4.88%,Acquaintance 2
Fabian,30,3650,36,Troops Lethality/Health,5.55%,Acquaintance 3
Fabian,31,3800,0,Troops Lethality/Health,5.63%,Acquaintance 3
Fabian,32,3950,0,Troops Lethality/Health,5.70%,Acquaintance 3
Fabian,33,4100,0,Troops Lethality/Health,5.78%,Acquaintance 3
Fabian,34,4250,0,Troops Lethality/Health,5.85%,Acquaintance 3
Fabian,35,4400,0,Troops Lethality/Health,5.93%,Acquaintance 3
Fabian,36,4550,0,Troops Lethality/Health,6.00%,Acquaintance 3
Fabian,37,4700,0,Troops Lethality/Health,6.08%,Acquaintance 3
Fabian,38,4850,0,Troops Lethality/Health,6.15%,Acquaintance 3
Fabian,39,5000,0,Troops Lethality/Health,6.23%,Acquaintance 3
Fabian,40,5200,48,Troops Lethality/Health,6.90%,Casual 1
Fabian,41,5400,0,Troops Lethality/Health,6.98%,Casual 1
Fabian,42,5600,0,Troops Lethality/Health,7.05%,Casual 1
Fabian,43,5800,0,Troops Lethality/Health,7.13%,Casual 1
Fabian,44,6000,0,Troops Lethality/Health,7.20%,Casual 1
Fabian,45,6200,0,Troops Lethality/Health,7.28%,Casual 1
Fabian,46,6400,0,Troops Lethality/Health,7.35%,Casual 1
Fabian,47,6600,0,Troops Lethality/Health,7.43%,Casual 1
Fabian,48,6800,0,Troops Lethality/Health,7.50%,Casual 1
Fabian,49,7000,0,Troops Lethality/Health,7.58%,Casual 1
Fabian,50,7250,60,Troops Lethality/Health,8.25%,Casual 2
Fabian,51,7500,0,Troops Lethality/Health,8.33%,Casual 2
Fabian,52,7750,0,Troops Lethality/Health,8.40%,Casual 2
Fabian,53,8000,0,Troops Lethality/Health,8.48%,Casual 2
Fabian,54,8250,0,Troops Lethality/Health,8.55%,Casual 2
Fabian,55,8500,0,Troops Lethality/Health,8.63%,Casual 2
Fabian,56,8750,0,Troops Lethality/Health,8.70%,Casual 2
Fabian,57,9000,0,Troops Lethality/Health,8.78%,Casual 2
Fabian,58,9250,0,Troops Lethality/Health,8.85%,Casual 2
Fabian,59,9500,0,Troops Lethality/Health,8.93%,Casual 2
Fabian,60,9750,72,Troops Lethality/Health,9.60%,Casual 3
Fabian,61,10000,0,Troops Lethality/Health,9.68%,Casual 3
Fabian,62,10250,0,Troops Lethality/Health,9.75%,Casual 3
Fabian,63,10500,0,Troops Lethality/Health,9.83%,Casual 3
Fabian,64,10750,0,Troops Lethality/Health,9.90%,Casual 3
Fabian,65,11000,0,Troops Lethality/Health,9.98%,Casual 3
Fabian,66,11250,0,Troops Lethality/Health,10.05%,Casual 3
Fabian,67,11500,0,Troops Lethality/Health,10.13%,Casual 3
Fabian,68,11750,0,Troops Lethality/Health,10.20%,Casual 3
Fabian,69,12000,0,Troops Lethality/Health,10.28%,Casual 3
Fabian,70,12250,84,Troops Lethality/Health,10.95%,Close 1
Fabian,71,12500,0,Troops Lethality/Health,11.03%,Close 1
Fabian,72,12750,0,Troops Lethality/Health,11.10%,Close 1
Fabian,73,13000,0,Troops Lethality/Health,11.18%,Close 1
Fabian,74,13250,0,Troops Lethality/Health,11.25%,Close 1
Fabian,75,13500,0,Troops Lethality/Health,11.33%,Close 1
Fabian,76,13750,0,Troops Lethality/Health,11.40%,Close 1
Fabian,77,14000,0,Troops Lethality/Health,11.48%,Close 1
Fabian,78,14250,0,Troops Lethality/Health,11.55%,Close 1
Fabian,79,14500,0,Troops Lethality/Health,11.63%,Close 1
Fabian,80,14750,96,Troops Lethality/Health,12.30%,Close 2
Fabian,81,15000,0,Troops Lethality/Health,12.38%,Close 2
Fabian,82,15250,0,Troops Lethality/Health,12.45%,Close 2
Fabian,83,15500,0,Troops Lethality/Health,12.53%,Close 2
Fabian,84,15750,0,Troops Lethality/Health,12.60%,Close 2
Fabian,85,16000,0,Troops Lethality/Health,12.68%,Close 2
Fabian,86,16250,0,Troops Lethality/Health,12.75%,Close 2
Fabian,87,16500,0,Troops Lethality/Health,12.83%,Close 2
Fabian,88,16750,0,Troops Lethality/Health,12.90%,Close 2
Fabian,89,17000,0,Troops Lethality/Health,12.98%,Close 2
Fabian,90,17250,108,Troops Lethality/Health,13.65%,Close 3
Fabian,91,17500,0,Troops Lethality/Health,13.73%,Close 3
Fabian,92,17750,0,Troops Lethality/Health,13.80%,Close 3
Fabian,93,18000,0,Troops Lethality/Health,13.88%,Close 3
Fabian,94,18250,0,Troops Lethality/Health,13.95%,Close 3
Fabian,95,18500,0,Troops Lethality/Health,14.03%,Close 3
Fabian,96,18750,0,Troops Lethality/Health,14.10%,Close 3
Fabian,97,19000,0,Troops Lethality/Health,14.18%,Close 3
Fabian,98,19250,0,Troops Lethality/Health,14.25%,Close 3
Fabian,99,19500,0,Troops Lethality/Health,14.33%,Close 3
Fabian,100,19750,120,Troops Lethality/Health,15.00%,Intimate
